instance_id,file_path,location_count,functions,structs,variables,macros,others
31d54c60c5b254d6f75b,drivers/net/wireless/ath/ath9k/wmi.c,3,ath9k_wmi_event_tasklet,wmi,wmi_lock,,
31d54c60c5b254d6f75b,drivers/net/wireless/ath/ath9k/htc_drv_txrx.c,2,ath9k_htc_txep; ath9k_htc_txstatus,,,,
31d54c60c5b254d6f75b,kernel/locking/lockdep.c,3,assign_lock_key; lock_acquire; register_lock_class,,,,
31d54c60c5b254d6f75b,include/linux/spinlock.h,2,,,,spin_lock_bh; spin_unlock_bh,
31d54c60c5b254d6f75b,kernel/softirq.c,2,__tasklet_schedule_common; tasklet_action_common,,,,
67654e51e54455f1c585,fs/hugetlbfs/inode.c,5,hugetlb_vmdelete_list; hugetlbfs_evict_inode; remove_huge_page; remove_inode_hugepages,hugetlbfs_fs_context,,,
67654e51e54455f1c585,mm/hugetlb.c,6,dissolve_free_huge_page; free_huge_page; remove_hugetlb_page; update_and_free_page,hstate; hugepage_subpool,,,
67654e51e54455f1c585,fs/dcache.c,3,__dentry_kill; dentry_unlink_inode; dput,,,,
67654e51e54455f1c585,fs/inode.c,3,evict; iput; iput_final,,,,
178efee9e2d7f87f5103,net/netfilter/nf_tables_api.c,8,__nf_tables_abort; nf_tables_cleanup; nf_tables_exit_net; nf_tables_trans_destroy_work; nft_commit_release,nft_trans; nftables_pernet,trans_destroy_work,,
178efee9e2d7f87f5103,net/core/net_namespace.c,3,cleanup_net; ops_exit_list,pernet_operations,,,
178efee9e2d7f87f5103,net/netfilter/core.c,4,nf_remove_net_hook; nf_unregister_net_hook,nf_hook_entries; nf_hook_ops,,,
178efee9e2d7f87f5103,kernel/workqueue.c,3,process_one_work; worker_thread,work_struct,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,net/core/skbuff.c,4,skb_panic; skb_push; skb_under_panic,sk_buff,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,net/ipv4/fou_core.c,4,fou_build_udp; gue_build_header,fou; guehdr,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,net/ipv6/sit.c,3,sit_tunnel_xmit; sit_tunnel_xmit__,ip_tunnel,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,net/ipv4/ip_tunnel.c,2,ip_tunnel_xmit,ip_tunnel_parm,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,include/net/ip_tunnels.h,2,,ip_tunnel_info; ip_tunnel_key,,,
5d5821ad053bbbd4a11174989f2bf9d111873c52,include/linux/skbuff.h,1,,skb_shared_info,,,
6ada951e7c0f7bc8a71e,mm/hugetlb.c,9,__hugetlb_vma_unlock_write_free; __hugetlb_zap_begin; __hugetlb_zap_end; hugetlb_unshare_pmds; hugetlb_vma_lock_write; hugetlb_vma_unlock_write,hugetlb_vma_lock; resv_map,num_fault_mutexes,,
6ada951e7c0f7bc8a71e,kernel/locking/rwsem.c,3,__down_write_common; down_write; rwsem_mark_wake,,,,
6ada951e7c0f7bc8a71e,kernel/locking/lockdep.c,3,__lock_acquire; lock_acquire; print_lock,,,,
60c52ca98513a8760a91,kernel/cred.c,4,abort_creds; commit_creds; prepare_creds,cred,,,
60c52ca98513a8760a91,security/keys/process_keys.c,4,install_process_keyring; install_session_keyring; install_thread_keyring; lookup_user_key,,,,
60c52ca98513a8760a91,security/keys/keyctl.c,2,SYSCALL_DEFINE5; keyctl_join_session_keyring,,,,
60c52ca98513a8760a91,include/linux/cred.h,3,get_cred; put_cred,cred,,,
649e339fa6658ee623d3,net/netfilter/nft_ct.c,4,__nft_ct_set_destroy; nft_ct_set_init; nft_ct_tmpl_alloc_pcpu; nft_ct_tmpl_put_pcpu,,,,
649e339fa6658ee623d3,net/netfilter/nf_conntrack_core.c,4,destroy_conntrack; nf_ct_delete; nf_ct_tmpl_alloc; nf_ct_tmpl_free,,,,
649e339fa6658ee623d3,include/net/netfilter/nf_conntrack.h,2,nf_ct_put,nf_conn,,,
649e339fa6658ee623d3,include/linux/netfilter/nf_conntrack_common.h,1,nf_conntrack_put,,,,
2b9b4f0895be09a6dec3,include/linux/swapops.h,4,make_pte_marker; make_pte_marker_entry,,,PTE_MARKER_MASK; PTE_MARKER_UFFD_WP,
2b9b4f0895be09a6dec3,mm/mprotect.c,6,change_p4d_range; change_pmd_range; change_protection; change_protection_range; change_pte_range; change_pud_range,,,,
2b9b4f0895be09a6dec3,mm/userfaultfd.c,2,mwriteprotect_range; uffd_wp_range,,,,
2b9b4f0895be09a6dec3,include/linux/userfaultfd_k.h,1,userfaultfd_pte_wp,,,,
9937dc42271cd87d4b98,fs/sysfs/group.c,5,create_files; internal_create_group; remove_files,attribute_group; kernfs_node,,,
9937dc42271cd87d4b98,block/blk-sysfs.c,2,blk_register_queue,request_queue,,,
9937dc42271cd87d4b98,block/genhd.c,2,__device_add_disk; device_add_disk,,,,
9937dc42271cd87d4b98,drivers/block/nbd.c,2,nbd_dev_add; nbd_genl_connect,,,,
9937dc42271cd87d4b98,include/linux/sysfs.h,2,,attribute; kobject,,,
11421fbbff99b989670e,net/xdp/xdp_umem.c,4,xdp_umem_create; xdp_umem_pin_pages; xdp_umem_reg,xdp_umem,,,
11421fbbff99b989670e,mm/util.c,3,__vm_enough_memory; kvfree; kvmalloc_node,,,,
11421fbbff99b989670e,include/linux/slab.h,2,,,,GFP_KERNEL; __GFP_NOWARN,
11421fbbff99b989670e,net/xdp/xsk.c,2,xsk_rcv_check; xsk_setsockopt,,,,
11421fbbff99b989670e,include/net/xdp_sock.h,1,,xdp_umem_reg,,,
958967f249155967d42a,kernel/bpf/btf.c,10,__btf_resolve_size; btf_resolve_size; btf_type_by_id; btf_type_id_size; btf_type_is_modifier; btf_type_needs_resolve; btf_type_ops,btf_array; btf_type; resolve_vertex,,,
958967f249155967d42a,kernel/bpf/syscall.c,2,map_check_btf; map_create,,,,
35eebd505e97d315d01c,drivers/hid/hid-thrustmaster.c,4,thrustmaster_interrupts; thrustmaster_probe,tm_wheel; tm_wheel_response,,,
35eebd505e97d315d01c,drivers/hid/hid-core.c,4,hid_device_probe; hid_parse_report,hid_device; hid_driver,,,
35eebd505e97d315d01c,drivers/hid/usbhid/hid-core.c,2,usbhid_probe; usbhid_start,,,,
35eebd505e97d315d01c,drivers/usb/core/config.c,2,usb_get_configuration; usb_parse_endpoint,,,,
35eebd505e97d315d01c,mm/kasan/report.c,2,kasan_report; print_address_description,,,,
91e171a9aa357b24b62b3ab188bc04996448c99b,net/ipv6/addrconf.c,4,in6_dump_addrs; inet6_dump_addr,inet6_dev; inet6_ifaddr,,,
91e171a9aa357b24b62b3ab188bc04996448c99b,include/net/if_inet6.h,2,,inet6_dev; inet6_ifaddr,,,
91e171a9aa357b24b62b3ab188bc04996448c99b,include/linux/rcupdate.h,2,rcu_dereference_check,,,RCU_LOCKDEP_WARN,
91e171a9aa357b24b62b3ab188bc04996448c99b,net/core/rtnetlink.c,2,netlink_dump; rtnetlink_rcv_msg,,,,
91e171a9aa357b24b62b3ab188bc04996448c99b,net/netlink/af_netlink.c,1,netlink_dump_start,,,,
4d2d56175b934b9a7bf9,drivers/net/wireless/ath/ath9k/htc_drv_txrx.c,4,ath9k_htc_rx_msg; ath9k_htc_rxep,ath9k_htc_priv; ath9k_htc_rxbuf,,,
4d2d56175b934b9a7bf9,drivers/net/wireless/ath/ath9k/htc.h,2,,ath9k_htc_rx_status; ath9k_htc_tx_ctl,,,
4d2d56175b934b9a7bf9,kernel/locking/lockdep.c,4,__lock_acquire; assign_lock_key; lock_acquire; register_lock_class,,,,
4d2d56175b934b9a7bf9,kernel/locking/lockdep_internals.h,2,,held_lock; lock_class,,,
1665a0a4a1d6d4d3f61624353f8a9e5dbfff67bd,net/ipv4/inet_connection_sock.c,4,inet_bhash2_addr_any_conflict; inet_csk_get_port; sock_i_uid,inet_bind_hashbucket,,,
1665a0a4a1d6d4d3f61624353f8a9e5dbfff67bd,net/core/sock.c,3,sock_i_ino; sock_i_uid,sock,,,
1665a0a4a1d6d4d3f61624353f8a9e5dbfff67bd,net/ipv4/inet_hashtables.c,3,inet_bind2_bucket_match_addr_any,inet_bind2_bucket; inet_hashinfo,,,
1665a0a4a1d6d4d3f61624353f8a9e5dbfff67bd,include/net/sock.h,3,sk_user_ns; sock_i_uid,,,SOCK_I_UID,
1665a0a4a1d6d4d3f61624353f8a9e5dbfff67bd,include/net/inet_hashtables.h,2,tcp_or_dccp_get_hashinfo,inet_bind_hashbucket,,,
3493b1873fb3ea827986,mm/util.c,3,kvfree; kvfree_sensitive; kvmalloc_node,,,,
3493b1873fb3ea827986,net/netfilter/ipset/ip_set_hash_gen.h,3,hash_ip_create,hbucket; htable,,,
3493b1873fb3ea827986,net/netfilter/ipset/ip_set_core.c,3,ip_set_alloc; ip_set_create; ip_set_free,,,,
3493b1873fb3ea827986,mm/vmalloc.c,2,__vmalloc_node_range; vfree,,,,
3493b1873fb3ea827986,include/linux/slab.h,2,kfree; kmalloc,,,,
3493b1873fb3ea827986,include/linux/vmalloc.h,2,,vm_struct; vmap_area,,,
d2c5e6980bfc84513464,crypto/crypto_null.c,4,null_crypt; null_skcipher_crypt; null_skcipher_setkey,crypto_sync_skcipher,,,
d2c5e6980bfc84513464,crypto/skcipher.c,5,crypto_skcipher_encrypt; skcipher_walk_done; skcipher_walk_next,skcipher_request; skcipher_walk,,,
d2c5e6980bfc84513464,include/linux/fortify-string.h,1,memcpy,,,,
d2c5e6980bfc84513464,mm/kasan/report.c,2,kasan_report; print_address_description,,,,
d2c5e6980bfc84513464,mm/kasan/generic.c,1,kasan_check_range,,,,
02617ac69815ae324053c954118c2dc7ba0e59b2,net/tls/tls_sw.c,6,decrypt_internal; decrypt_skb_update; tls_do_decryption; tls_sw_recvmsg,tls_rec; tls_sw_context_rx,,,
02617ac69815ae324053c954118c2dc7ba0e59b2,include/net/tls.h,4,,cipher_context; tls_context; tls_prot_info,,MAX_IV_SIZE,
5f26f85569bd179c18ce,include/linux/skmsg.h,4,sk_psock_get; sk_psock_put,sk_msg; sk_psock,,,
5f26f85569bd179c18ce,net/core/skmsg.c,3,sk_psock_destroy; sk_psock_drop; sk_psock_init,,,,
5f26f85569bd179c18ce,include/linux/refcount.h,4,refcount_dec; refcount_dec_and_test; refcount_inc,refcount_struct,,,
5f26f85569bd179c18ce,lib/refcount.c,1,refcount_warn_saturate,,,,
5f26f85569bd179c18ce,net/tls/tls_sw.c,2,tls_data_ready; tls_sw_recvmsg,,,,
e68c89a9510c159d9684,kernel/profile.c,5,do_profile_hits; profile_hits; profile_init; profile_setup,profile_hit,,,
e68c89a9510c159d9684,include/linux/profile.h,2,profile_hits; profile_init,,,,
e68c89a9510c159d9684,lib/ubsan.c,3,__ubsan_handle_shift_out_of_bounds; ubsan_epilogue,shift_out_of_bounds_data,,,
e68c89a9510c159d9684,lib/ubsan.h,1,,shift_out_of_bounds_data,,,
7ca4b2719dc742b8d0a4,mm/memory.c,8,unmap_page_range; unmap_single_vma; unmap_vmas; zap_p4d_range; zap_pmd_range; zap_pte_range; zap_pud_range,zap_details,,,
7ca4b2719dc742b8d0a4,mm/rmap.c,3,page_remove_rmap; try_to_unmap_one,anon_vma,,,
7ca4b2719dc742b8d0a4,mm/internal.h,3,should_zap_cows; should_zap_page,tlbflush_unmap_batch,,,
7ca4b2719dc742b8d0a4,mm/mmu_gather.c,2,tlb_flush_mmu; tlb_flush_mmu_free,,,,
6d31bf169a8265204b8d,drivers/media/rc/mceusb.c,4,mceusb_dev_printdata; mceusb_dev_recv; mceusb_process_ir_data,mceusb_dev,,,
6d31bf169a8265204b8d,lib/ubsan.c,4,__ubsan_handle_shift_out_of_bounds; ubsan_epilogue,shift_out_of_bounds_data; source_location,,,
6d31bf169a8265204b8d,lib/ubsan.h,2,,shift_out_of_bounds_data; type_descriptor,,,
6d31bf169a8265204b8d,include/linux/bitops.h,2,rol32; ror32,,,,
60df062e1c41940cae0f,drivers/base/component.c,5,component_del; component_unbind; component_unbind_all,component; master,,,
60df062e1c41940cae0f,drivers/usb/core/port.c,2,usb_hub_remove_port_device,usb_port,,,
60df062e1c41940cae0f,drivers/usb/core/hub.c,3,hub_disconnect; usb_unbind_interface,usb_hub,,,
60df062e1c41940cae0f,drivers/base/dd.c,2,__device_release_driver; device_release_driver_internal,,,,
a532b03fdfee2c137666,block/blk-map.c,6,bio_copy_from_iter; bio_copy_to_iter; bio_copy_user_iov; blk_rq_map_user_io; blk_rq_map_user_iov,bio_map_data,,,
a532b03fdfee2c137666,lib/iov_iter.c,4,__copy_from_iter; _copy_from_iter; copy_page_from_iter,iov_iter,,,
a532b03fdfee2c137666,drivers/scsi/sg.c,3,sg_common_write; sg_new_write; sg_start_req,,,,
2ee18845e89ae76342c5,lib/maple_tree.c,7,mas_find; mas_root; mas_start; mas_state_walk; mas_walk,ma_state; maple_tree,,,
2ee18845e89ae76342c5,mm/ksm.c,3,run_store; unmerge_and_remove_all_rmap_items; vma_next,,,,
2ee18845e89ae76342c5,kernel/locking/lockdep.c,1,lockdep_rcu_suspicious,,,,
2ee18845e89ae76342c5,include/linux/rcupdate.h,1,rcu_dereference_check,,,,
2ee18845e89ae76342c5,include/linux/mmap_lock.h,1,,,,mmap_read_lock,
011e4ea1da6692cf881c,fs/pipe.c,7,__pipe_lock; __pipe_unlock; pipe_lock; pipe_lock_nested; pipe_unlock; pipe_write,pipe_inode_info,,,
011e4ea1da6692cf881c,kernel/locking/mutex.c,3,__mutex_lock; __mutex_lock_common; mutex_lock_nested,,,,
011e4ea1da6692cf881c,include/linux/pipe_fs_i.h,1,,pipe_inode_info,,,
42d8c7c3d3e594b34346,drivers/media/v4l2-core/v4l2-ctrls.c,8,set_ctrl; set_ctrl_lock; std_validate; v4l2_s_ctrl; validate_new,v4l2_ctrl; v4l2_ctrl_handler; v4l2_ctrl_ptr,,,
42d8c7c3d3e594b34346,include/media/v4l2-ctrls.h,3,,v4l2_ctrl; v4l2_ctrl_handler; v4l2_ctrl_ptr,,,
42d8c7c3d3e594b34346,lib/ubsan.c,3,__ubsan_handle_shift_out_of_bounds; ubsan_epilogue,shift_out_of_bounds_data,,,
c558267ad910fc494497,drivers/media/rc/imon.c,7,display_open; imon_init_display; imon_init_intf0; imon_probe,imon_context,driver_lock; minor_rwsem,,
c558267ad910fc494497,drivers/usb/core/file.c,4,usb_open; usb_register_dev,usb_class_driver,minor_rwsem,,
c558267ad910fc494497,kernel/locking/mutex.c,2,__mutex_lock; mutex_lock,,,,
c558267ad910fc494497,kernel/locking/rwsem.c,2,down_write; up_write,,,,
6b74cf8fcd7378d8be7c,fs/inode.c,6,__destroy_inode; destroy_inode; evict; iput; iput_final,inode,,,
6b74cf8fcd7378d8be7c,fs/fs-writeback.c,3,__mark_inode_dirty; inode_io_list_del,bdi_writeback,,,
6b74cf8fcd7378d8be7c,fs/fat/inode.c,3,fat_evict_inode; fat_free_inode,msdos_inode_info,,,
6b74cf8fcd7378d8be7c,lib/list_debug.c,1,__list_del_entry_valid,,,,
6b74cf8fcd7378d8be7c,include/linux/list.h,3,__list_del_entry; list_del_init,,,INIT_LIST_HEAD,
6b74cf8fcd7378d8be7c,mm/slub.c,3,kmem_cache_free; slab_free_freelist_hook; slab_free_hook,,,,
6087eafb76a94c4ac9eb,mm/damon/dbgfs.c,5,dbgfs_destroy_ctx; dbgfs_new_ctx; dbgfs_rm_context; dbgfs_rm_context_write,damon_ctx,,,
6087eafb76a94c4ac9eb,mm/damon/core.c,5,damon_destroy_ctx; damon_destroy_targets; damon_free_target,damon_region; damon_target,,,
6087eafb76a94c4ac9eb,fs/debugfs/file.c,1,full_proxy_write,,,,
92beb3d46aab498710fa,include/net/bonding.h,3,bond_option_active_slave_get_rcu,bonding; slave,,,
92beb3d46aab498710fa,drivers/net/bonding/bond_main.c,4,bond_change_active_slave; bond_ethtool_get_ts_info; bond_select_active_slave; bond_xmit_activebackup_slave_get,,,,
92beb3d46aab498710fa,net/ethtool/common.c,2,__ethtool_get_ts_info; ethtool_get_phc_vclocks,,,,
92beb3d46aab498710fa,net/core/sock.c,2,sock_set_timestamping; sock_timestamping_bind_phc,,,,
92beb3d46aab498710fa,include/linux/rcupdate.h,2,,,,RCU_LOCKDEP_WARN; rcu_dereference_check,
793a590957d9c1b96620,net/netfilter/nf_conntrack_proto.c,2,ipv4_confirm; nf_confirm,,,,
793a590957d9c1b96620,net/netfilter/nf_conntrack_core.c,4,__nf_conntrack_confirm; nf_ct_delete; nf_ct_destroy; nf_ct_resolve_clash,,,,
793a590957d9c1b96620,include/net/netfilter/nf_conntrack_extend.h,2,__nf_ct_ext_exist; nf_ct_ext_exist,,,,
793a590957d9c1b96620,include/net/netfilter/nf_conntrack_ecache.h,1,nf_ct_ecache_exist,,,,
793a590957d9c1b96620,include/net/netfilter/nf_conntrack_core.h,1,nf_conntrack_confirm,,,,
793a590957d9c1b96620,net/netfilter/nf_conntrack_extend.c,2,__nf_ct_ext_find; nf_ct_ext_add,,,,
793a590957d9c1b96620,include/net/netfilter/nf_conntrack.h,2,,nf_conn; nf_ct_ext,,,
2b50dd7e9d79da3a1949141a7f38c2af0d01ddf3,net/core/sock.c,4,__sk_free; sk_destruct; sk_free,sock,,,
2b50dd7e9d79da3a1949141a7f38c2af0d01ddf3,net/ipv4/tcp.c,2,__tcp_close; tcp_close,,,,
2b50dd7e9d79da3a1949141a7f38c2af0d01ddf3,net/ipv4/af_inet.c,2,inet_release; sk_common_release,,,,
2b50dd7e9d79da3a1949141a7f38c2af0d01ddf3,net/ipv6/af_inet6.c,2,inet6_destroy_sock; inet6_release,,,,
2b50dd7e9d79da3a1949141a7f38c2af0d01ddf3,include/net/sock.h,3,sock_hold; sock_put,sock,,,
c94a3675a626f6333d74,drivers/infiniband/core/cma.c,10,__rdma_create_id; _destroy_id; cma_attach_to_dev; cma_cm_event_handler; cma_ib_handler; cma_listen_on_all; cma_release_dev; rdma_create_user_id; rdma_listen; ucma_close_id,,,,
c94a3675a626f6333d74,drivers/infiniband/core/ucma.c,4,ucma_close; ucma_close_id; ucma_destroy_private_ctx; ucma_write,,,,
c94a3675a626f6333d74,lib/list_debug.c,1,__list_add_valid,,,,
c94a3675a626f6333d74,include/linux/list.h,2,__list_add; list_add_tail,,,,
c94a3675a626f6333d74,mm/kasan/report.c,2,kasan_report; print_address_description,,,,
c94a3675a626f6333d74,mm/slub.c,2,kfree; slab_free_hook,,,,
63dec323ac56c28e644f,lib/iov_iter.c,4,_copy_from_iter; copy_page_from_iter; iov_iter_init,iov_iter,,,
63dec323ac56c28e644f,block/blk-map.c,3,bio_copy_from_iter; bio_copy_user_iov; blk_rq_map_user_iov,,,,
63dec323ac56c28e644f,drivers/scsi/sg.c,3,sg_common_write; sg_new_write; sg_write,,,,
63dec323ac56c28e644f,include/linux/uio.h,1,,iov_iter,,,
6879187cf57845801267,fs/io_uring.c,5,__io_splice_prep; io_file_get; io_queue_sqe; io_req_prep; io_splice_prep,,,,
6879187cf57845801267,lib/list_debug.c,1,__list_add_valid,,,,
6879187cf57845801267,include/linux/list.h,3,__list_add; list_add,list_head,,,
6879187cf57845801267,fs/file.c,4,fd_install; fget; fget_many,files_struct,,,
6879187cf57845801267,fs/splice.c,2,do_splice; splice_from_pipe,,,,
3faecbfd845a895c04cb,fs/erofs/data.c,3,erofs_bread; erofs_map_blocks; erofs_map_dev,,,,
3faecbfd845a895c04cb,fs/erofs/zdata.c,4,z_erofs_do_read_page; z_erofs_pcluster_readmore; z_erofs_read_folio; z_erofs_read_fragment,,,,
3faecbfd845a895c04cb,fs/erofs/namei.c,2,erofs_namei; find_target_block_classic,,,,
3faecbfd845a895c04cb,fs/erofs/internal.h,2,,erofs_map_blocks; erofs_map_dev,,,
afd2d80e495f96049571,net/netfilter/nfnetlink.c,5,nfnetlink_bind; nfnetlink_rcv_msg; nfnetlink_unbind,nfnetlink_subsystem; nfnl_net,,,
afd2d80e495f96049571,net/netlink/af_netlink.c,5,netlink_bind; netlink_setsockopt; netlink_unbind,netlink_sock; netlink_table,,,
afd2d80e495f96049571,include/linux/netfilter/nfnetlink.h,2,,nfnetlink_subsystem; nfnl_info,,,
ec3b3128c576e109171d,drivers/media/rc/mceusb.c,5,mceusb_dev_recv; mceusb_handle_command; mceusb_process_ir_data,ir_raw_event; mceusb_dev,,,
ec3b3128c576e109171d,include/media/rc-core.h,3,ir_raw_event_reset,ir_raw_event; rc_dev,,,
ec3b3128c576e109171d,include/linux/bitops.h,2,rol32; ror32,,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,net/ipv4/arp.c,4,arp_ioctl; arp_req_get,arpreq; sockaddr_in,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,include/uapi/linux/if_arp.h,2,,arphdr; arpreq,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,include/net/arp.h,2,__ipv4_neigh_lookup,neighbour,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,net/socket.c,2,sock_do_ioctl; sock_ioctl,,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,net/ipv4/af_inet.c,1,inet_ioctl,,,,
97ea55669d5b2e909c5a6b7be2f9f8991499dbbd,include/linux/netdevice.h,2,dev_hard_header,net_device,,,
cd43695a64bcd21b8596,mm/util.c,2,kvmalloc_node; kvzalloc,,,,
cd43695a64bcd21b8596,net/netfilter/nf_tables_api.c,4,nf_tables_newset; nft_set_alloc; nft_set_elem_init; nft_set_lookup,,,,
cd43695a64bcd21b8596,include/linux/mm.h,2,,,,kvmalloc; kvzalloc,
cd43695a64bcd21b8596,mm/vmalloc.c,2,__vmalloc_node_range; vmalloc,,,,
cd43695a64bcd21b8596,include/net/netfilter/nf_tables.h,2,,nft_set; nft_set_elem,,,
c70d87ac1d001f29a058,kernel/watch_queue.c,4,__post_watch_notification; post_one_notification,watch_notification; watch_queue,,,
c70d87ac1d001f29a058,security/keys/key.c,4,__key_update; key_create_or_update,key_preparsed_payload; keyring_index_key,,,
c70d87ac1d001f29a058,security/keys/internal.h,1,notify_key,,,,
c70d87ac1d001f29a058,include/linux/watch_queue.h,1,post_watch_notification,,,,
c70d87ac1d001f29a058,mm/kasan/report.c,2,kasan_report; print_report,,,,
c70d87ac1d001f29a058,mm/kasan/generic.c,1,kasan_check_range,,,,
c70d87ac1d001f29a058,mm/kasan/shadow.c,1,memcpy,,,,
e94c5aaf7890901ebf9b,arch/x86/include/asm/pgtable.h,5,pte_clear_flags; pte_clear_saveddirty; pte_mksaveddirty; pte_set_flags; pte_uffd_wp,,,,
e94c5aaf7890901ebf9b,fs/proc/task_mmu.c,3,do_pagemap_cmd; do_pagemap_scan; pagemap_scan_pmd_entry,,,,
e94c5aaf7890901ebf9b,mm/pagewalk.c,3,__walk_page_range; walk_pgd_range; walk_pmd_range,,,,
e94c5aaf7890901ebf9b,mm/memory.c,3,do_swap_page; handle_pte_fault; zap_pte_range,,,,
e94c5aaf7890901ebf9b,mm/userfaultfd.c,2,mfill_atomic_install_pte; uffd_wp_range,,,,
